13:00:00;665;911;665;;11176
13:00:00;665;911;665;;11284
13:00:01;665;911;665;;8388
13:00:01;665;911;665;;11160
13:00:02;665;911;665;;11180
13:00:02;665;911;665;;11280
13:00:03;665;911;665;;8316
13:00:03;665;911;665;;11152
13:00:04;665;911;665;;11156
13:00:05;665;911;665;;11208
13:00:05;665;911;665;;11332
13:00:06;665;911;665;;11156
13:00:06;665;911;665;;8344
13:00:07;665;911;665;;11176
13:00:07;665;911;665;;8312
13:00:08;665;911;665;;11204
13:00:08;665;911;665;;11180
13:00:09;665;911;665;;11180
13:00:09;665;911;665;;11160
13:00:10;665;911;665;;11204
13:00:10;665;911;665;;8316
13:00:11;666;911;665;;11180
13:00:11;666;911;665;;11228
13:00:12;665;911;665;;11228
13:00:12;665;911;665;;11228
13:00:13;665;911;665;;11228
13:00:13;665;911;665;;8436
13:00:14;666;911;665;;8352
13:00:14;666;911;665;;8388
13:00:15;666;911;665;;11228
13:00:15;666;911;665;;8368
13:00:16;666;911;665;;8460
13:00:16;666;911;665;;8392
13:00:17;666;911;665;;11200
13:00:17;666;911;665;;8460
13:00:18;666;912;666;;11324
13:00:18;666;912;666;;8388
13:00:19;666;911;665;;11200
13:00:19;666;911;665;;11204
13:00:20;666;912;666;;11180
13:00:20;666;912;666;;11176
13:00:21;665;911;665;;11256
13:00:21;665;911;665;;8384
13:00:22;666;911;665;;11328
13:00:22;666;911;665;;11276
13:00:23;666;911;665;;11148
13:00:23;666;911;665;;11200
13:00:24;666;911;665;;8384
13:00:24;666;911;665;;11168
13:00:25;666;912;665;;11192
13:00:25;666;912;665;;11196
13:00:26;666;912;665;;11144
13:00:26;666;912;665;;11192
13:00:27;666;912;666;;11316
13:00:27;666;912;666;;11340
13:00:28;666;912;666;;11168
13:00:28;666;912;666;;8404
13:00:29;666;912;666;;8352
13:00:29;666;912;666;;8276
13:00:30;666;912;666;;8380
13:00:30;666;912;666;;11168
13:00:31;666;912;666;;8304
13:00:31;666;912;666;;11216
13:00:32;666;912;665;;12876
13:00:32;666;912;665;;11192
13:00:33;666;912;666;;8380
13:00:34;666;912;666;;11212
13:00:34;666;912;666;;8344
13:00:35;666;912;665;;8424
13:00:35;666;912;665;;11188
13:00:36;666;911;665;;11188
13:00:36;666;911;665;;8336
13:00:37;666;912;665;;8360
13:00:37;666;912;665;;8404
13:00:38;666;912;666;;8332
13:00:38;666;912;666;;8356
13:00:39;666;912;665;;11264
13:00:39;666;912;665;;12996
13:00:40;666;912;666;;11280
13:00:40;666;912;666;;8360
13:00:41;666;912;666;;8356
13:00:41;666;912;666;;8332
13:00:42;666;912;665;;8432
13:00:42;666;912;665;;8456
13:00:43;665;911;665;;11208
13:00:43;665;911;665;;12840
13:00:44;666;912;666;;8364
13:00:44;666;912;666;;8400
13:00:45;666;912;666;;11208
13:00:45;666;912;666;;8428
13:00:46;666;912;666;;12936
13:00:46;666;912;666;;8336
13:00:47;666;912;665;;11276
13:00:47;666;912;665;;12936
13:00:48;666;912;666;;8364
13:00:48;666;912;666;;8380
13:00:49;666;912;665;;8356
13:00:49;666;912;665;;8304
13:00:50;666;912;666;;8400
13:00:50;666;912;666;;8344
13:00:51;666;912;665;;11140
13:00:51;666;912;665;;11188
13:00:52;666;912;666;;11144
13:00:52;666;912;666;;11144
13:00:53;666;912;666;;11192
13:00:53;666;912;666;;11388
13:00:54;666;912;665;;11216
13:00:54;666;912;665;;11196
13:00:55;666;912;666;;11144
13:00:55;666;912;666;;11220
13:00:56;666;912;666;;11244
13:00:56;666;912;666;;11196
13:00:57;666;912;666;;8356
13:00:57;666;912;666;;11244
13:00:58;666;912;666;;8360
13:00:58;666;912;666;;8360
13:00:59;666;912;665;;11220
13:00:59;666;912;665;;11172
13:01:00;666;912;665;;11196
13:01:00;666;912;665;;8284
13:01:01;666;912;666;;11196
13:01:01;666;912;666;;8284
13:01:02;666;912;665;;8356
13:01:02;666;912;665;;8384
13:01:03;666;912;666;;11152
13:01:04;666;912;665;;11176
13:01:04;666;912;665;;11220
13:01:05;666;912;666;;11120
13:01:05;666;912;666;;8408
13:01:06;666;911;665;;11124
13:01:06;666;911;665;;11200
13:01:07;666;912;666;;8332
13:01:07;666;912;666;;11144
13:01:08;666;912;665;;11148
13:01:08;666;912;665;;11168
13:01:09;666;912;665;;8364
13:01:09;666;912;665;;11228
13:01:10;666;912;665;;8352
13:01:10;666;912;665;;8344
13:01:11;666;912;665;;11196
13:01:11;666;912;665;;11148
13:01:12;666;912;666;;11248
13:01:12;666;912;666;;8380
13:01:13;666;911;666;;8308
13:01:13;666;911;666;;8408
13:01:14;666;912;666;;8432
13:01:14;666;912;666;;11120
13:01:15;666;911;665;;8308
13:01:15;666;911;665;;8336
13:01:16;666;911;665;;11196
13:01:16;666;911;665;;11200
13:01:17;666;912;665;;11192
13:01:17;666;912;665;;11168
13:01:18;666;912;665;;8408
13:01:18;666;912;665;;11116
13:01:19;666;912;665;;11244
13:01:19;666;912;665;;11220
13:01:20;666;912;666;;11196
13:01:20;666;912;666;;11216
13:01:21;666;912;666;;8308
13:01:21;666;912;666;;8308
13:01:22;666;912;666;;11192
13:01:22;666;912;666;;8352
13:01:23;666;912;666;;11216
13:01:23;666;912;666;;11112
13:01:24;666;912;666;;11164
13:01:24;666;912;666;;11260
13:01:25;666;912;666;;8356
13:01:25;666;912;666;;8340
13:01:26;666;912;666;;8304
13:01:26;666;912;666;;8404
13:01:27;666;912;666;;12864
13:01:27;666;912;666;;8276
13:01:28;666;912;666;;8300
13:01:28;666;912;666;;8428
13:01:29;666;912;665;;11284
13:01:29;666;912;665;;8400
13:01:30;665;911;665;;8332
13:01:30;665;911;665;;8304
13:01:31;665;911;665;;8344
13:01:31;665;911;665;;8432
13:01:32;665;912;665;;8428
13:01:32;665;912;665;;8400
13:01:33;666;912;665;;8408
13:01:33;666;912;665;;12288
13:01:34;666;912;666;;8380
13:01:35;666;912;666;;8380
13:01:35;666;912;666;;8252
13:01:36;666;912;666;;8356
13:01:36;666;912;666;;8304
13:01:37;666;912;666;;8424
13:01:37;666;912;666;;8304
13:01:38;666;912;665;;8348
13:01:38;666;912;665;;8252
13:01:39;666;912;665;;11132
13:01:39;666;912;665;;8380
13:01:40;666;912;665;;11160
13:01:40;666;912;665;;11136
13:01:41;666;912;665;;8356
13:01:41;666;912;665;;11132
13:01:42;666;912;666;;8404
13:01:42;666;912;666;;12340
13:01:43;666;912;666;;12240
13:01:43;666;912;666;;11160
13:01:44;666;912;665;;8328
13:01:44;666;912;665;;11308
13:01:45;666;912;666;;11136
13:01:45;666;912;666;;8332
13:01:46;666;912;666;;11188
13:01:46;666;912;666;;8304
13:01:47;666;912;666;;8252
13:01:47;666;912;666;;8352
13:01:48;666;912;666;;11168
13:01:48;666;912;666;;11192
13:01:49;666;912;666;;11192
13:01:49;666;912;666;;11192
13:01:50;666;912;665;;8408
13:01:50;666;912;665;;8360
13:01:51;666;912;666;;8284
13:01:51;666;912;666;;8360
13:01:52;666;912;666;;11220
13:01:52;666;912;666;;11220
13:01:53;666;912;666;;8312
13:01:53;666;912;666;;11272
13:01:54;666;912;666;;11172
13:01:54;666;912;666;;8388
13:01:55;666;912;666;;11200
13:01:55;666;912;666;;11252
13:01:56;666;912;666;;11176
13:01:56;666;912;666;;11324
13:01:57;666;912;665;;11152
13:01:57;666;912;665;;11176
13:01:58;666;912;666;;11176
13:01:58;666;912;666;;11204
13:01:59;666;912;666;;11224
13:01:59;666;912;666;;7008
13:02:00;666;912;665;;6620
13:02:00;666;912;665;;8700
13:02:01;666;912;666;;7160
13:02:01;666;912;666;;7220
13:02:02;666;912;666;;7196
13:02:02;666;912;666;;7176
13:02:03;666;912;666;;7296
13:02:03;666;912;666;;11304
13:02:04;666;912;666;;8336
13:02:04;666;912;666;;11376
13:02:05;666;912;666;;8440
13:02:05;666;912;666;;11204
13:02:06;666;912;666;;8364
13:02:07;666;912;666;;8336
13:02:07;666;912;666;;8360
13:02:08;666;912;666;;11300
13:02:08;666;912;666;;11252
13:02:09;666;912;666;;11296
13:02:09;666;912;666;;8384
13:02:10;666;912;666;;8304
13:02:10;666;912;666;;11176
13:02:11;666;912;666;;7760
13:02:11;666;912;666;;11168
13:02:12;666;911;665;;7668
13:02:12;666;911;665;;7648
13:02:13;666;912;665;;11220
13:02:13;666;912;665;;7692
13:02:14;666;912;666;;7688
13:02:14;666;912;666;;7728
13:02:15;666;912;666;;7632
13:02:15;666;912;666;;8356
13:02:16;666;912;666;;7692
13:02:16;666;912;666;;7652
13:02:17;666;912;666;;7540
13:02:17;666;912;666;;7768
13:02:18;666;912;665;;7680
13:02:18;666;912;665;;7588
13:02:19;666;912;666;;11188
13:02:19;666;912;666;;11136
13:02:20;666;912;666;;8328
13:02:20;666;912;666;;8232
13:02:21;666;912;666;;11164
13:02:21;666;912;666;;6756
13:02:22;666;911;665;;11220
13:02:22;666;911;665;;6348
13:02:23;666;912;666;;6776
13:02:23;666;912;666;;11136
13:02:24;666;912;666;;11240
13:02:24;666;912;666;;11192
13:02:25;666;912;666;;11184
13:02:25;666;912;666;;8376
13:02:26;666;912;666;;11164
13:02:26;666;912;666;;11164
13:02:27;666;912;665;;8308
13:02:27;666;912;665;;8380
13:02:28;666;912;666;;11188
13:02:28;666;912;666;;8304
13:02:29;666;912;666;;11140
13:02:29;666;912;666;;8352
13:02:30;666;912;666;;8356
13:02:30;666;912;666;;8304
13:02:31;666;912;666;;11288
13:02:31;666;912;666;;8328
13:02:32;666;912;666;;8300
13:02:32;666;912;666;;8276
13:02:33;666;912;666;;8380
